filepath,filename,emotion,actor,intensity,gender
D://Speech Project//raw\Actor_13\03-01-04-01-01-02-13.wav,03-01-04-01-01-02-13.wav,sad,13,normal,male
D://Speech Project//raw\Actor_13\03-01-04-01-02-01-13.wav,03-01-04-01-02-01-13.wav,sad,13,normal,male
D://Speech Project//raw\Actor_13\03-01-04-01-02-02-13.wav,03-01-04-01-02-02-13.wav,sad,13,normal,male
D://Speech Project//raw\Actor_13\03-01-04-02-01-01-13.wav,03-01-04-02-01-01-13.wav,sad,13,strong,male
D://Speech Project//raw\Actor_13\03-01-04-02-01-02-13.wav,03-01-04-02-01-02-13.wav,sad,13,strong,male
D://Speech Project//raw\Actor_13\03-01-04-02-02-01-13.wav,03-01-04-02-02-01-13.wav,sad,13,strong,male
D://Speech Project//raw\Actor_13\03-01-04-02-02-02-13.wav,03-01-04-02-02-02-13.wav,sad,13,strong,male
D://Speech Project//raw\Actor_13\03-01-05-01-01-01-13.wav,03-01-05-01-01-01-13.wav,angry,13,normal,male
D://Speech Project//raw\Actor_13\03-01-05-01-01-02-13.wav,03-01-05-01-01-02-13.wav,angry,13,normal,male
D://Speech Project//raw\Actor_13\03-01-05-01-02-01-13.wav,03-01-05-01-02-01-13.wav,angry,13,normal,male
D://Speech Project//raw\Actor_13\03-01-05-01-02-02-13.wav,03-01-05-01-02-02-13.wav,angry,13,normal,male
D://Speech Project//raw\Actor_13\03-01-05-02-01-01-13.wav,03-01-05-02-01-01-13.wav,angry,13,strong,male
D://Speech Project//raw\Actor_13\03-01-05-02-01-02-13.wav,03-01-05-02-01-02-13.wav,angry,13,strong,male
D://Speech Project//raw\Actor_13\03-01-05-02-02-01-13.wav,03-01-05-02-02-01-13.wav,angry,13,strong,male
D://Speech Project//raw\Actor_13\03-01-05-02-02-02-13.wav,03-01-05-02-02-02-13.wav,angry,13,strong,male
D://Speech Project//raw\Actor_13\03-01-06-01-01-01-13.wav,03-01-06-01-01-01-13.wav,fearful,13,normal,male
D://Speech Project//raw\Actor_13\03-01-06-01-01-02-13.wav,03-01-06-01-01-02-13.wav,fearful,13,normal,male
D://Speech Project//raw\Actor_13\03-01-06-01-02-01-13.wav,03-01-06-01-02-01-13.wav,fearful,13,normal,male
D://Speech Project//raw\Actor_13\03-01-06-01-02-02-13.wav,03-01-06-01-02-02-13.wav,fearful,13,normal,male
D://Speech Project//raw\Actor_13\03-01-06-02-01-01-13.wav,03-01-06-02-01-01-13.wav,fearful,13,strong,male
D://Speech Project//raw\Actor_13\03-01-06-02-01-02-13.wav,03-01-06-02-01-02-13.wav,fearful,13,strong,male
D://Speech Project//raw\Actor_13\03-01-06-02-02-01-13.wav,03-01-06-02-02-01-13.wav,fearful,13,strong,male
D://Speech Project//raw\Actor_13\03-01-06-02-02-02-13.wav,03-01-06-02-02-02-13.wav,fearful,13,strong,male
D://Speech Project//raw\Actor_13\03-01-07-01-01-01-13.wav,03-01-07-01-01-01-13.wav,disgust,13,normal,male
D://Speech Project//raw\Actor_13\03-01-07-01-01-02-13.wav,03-01-07-01-01-02-13.wav,disgust,13,normal,male
D://Speech Project//raw\Actor_13\03-01-07-01-02-01-13.wav,03-01-07-01-02-01-13.wav,disgust,13,normal,male
D://Speech Project//raw\Actor_13\03-01-07-01-02-02-13.wav,03-01-07-01-02-02-13.wav,disgust,13,normal,male
D://Speech Project//raw\Actor_13\03-01-07-02-01-01-13.wav,03-01-07-02-01-01-13.wav,disgust,13,strong,male
D://Speech Project//raw\Actor_13\03-01-07-02-01-02-13.wav,03-01-07-02-01-02-13.wav,disgust,13,strong,male
D://Speech Project//raw\Actor_13\03-01-07-02-02-01-13.wav,03-01-07-02-02-01-13.wav,disgust,13,strong,male
D://Speech Project//raw\Actor_13\03-01-07-02-02-02-13.wav,03-01-07-02-02-02-13.wav,disgust,13,strong,male
D://Speech Project//raw\Actor_13\03-01-08-01-01-01-13.wav,03-01-08-01-01-01-13.wav,surprised,13,normal,male
D://Speech Project//raw\Actor_13\03-01-08-01-01-02-13.wav,03-01-08-01-01-02-13.wav,surprised,13,normal,male
D://Speech Project//raw\Actor_13\03-01-08-01-02-01-13.wav,03-01-08-01-02-01-13.wav,surprised,13,normal,male
D://Speech Project//raw\Actor_13\03-01-08-01-02-02-13.wav,03-01-08-01-02-02-13.wav,surprised,13,normal,male
D://Speech Project//raw\Actor_13\03-01-08-02-01-01-13.wav,03-01-08-02-01-01-13.wav,surprised,13,strong,male
D://Speech Project//raw\Actor_13\03-01-08-02-01-02-13.wav,03-01-08-02-01-02-13.wav,surprised,13,strong,male
D://Speech Project//raw\Actor_13\03-01-08-02-02-01-13.wav,03-01-08-02-02-01-13.wav,surprised,13,strong,male
D://Speech Project//raw\Actor_13\03-01-08-02-02-02-13.wav,03-01-08-02-02-02-13.wav,surprised,13,strong,male
D://Speech Project//raw\Actor_13\Actor_12\03-01-01-01-01-01-12.wav,03-01-01-01-01-01-12.wav,neutral,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-01-01-01-02-12.wav,03-01-01-01-01-02-12.wav,neutral,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-01-01-02-01-12.wav,03-01-01-01-02-01-12.wav,neutral,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-01-01-02-02-12.wav,03-01-01-01-02-02-12.wav,neutral,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-02-01-01-01-12.wav,03-01-02-01-01-01-12.wav,calm,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-02-01-01-02-12.wav,03-01-02-01-01-02-12.wav,calm,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-02-01-02-01-12.wav,03-01-02-01-02-01-12.wav,calm,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-02-01-02-02-12.wav,03-01-02-01-02-02-12.wav,calm,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-02-02-01-01-12.wav,03-01-02-02-01-01-12.wav,calm,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-02-02-01-02-12.wav,03-01-02-02-01-02-12.wav,calm,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-02-02-02-01-12.wav,03-01-02-02-02-01-12.wav,calm,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-02-02-02-02-12.wav,03-01-02-02-02-02-12.wav,calm,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-03-01-01-01-12.wav,03-01-03-01-01-01-12.wav,happy,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-03-01-01-02-12.wav,03-01-03-01-01-02-12.wav,happy,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-03-01-02-01-12.wav,03-01-03-01-02-01-12.wav,happy,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-03-01-02-02-12.wav,03-01-03-01-02-02-12.wav,happy,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-03-02-01-01-12.wav,03-01-03-02-01-01-12.wav,happy,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-03-02-01-02-12.wav,03-01-03-02-01-02-12.wav,happy,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-03-02-02-01-12.wav,03-01-03-02-02-01-12.wav,happy,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-03-02-02-02-12.wav,03-01-03-02-02-02-12.wav,happy,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-04-01-01-01-12.wav,03-01-04-01-01-01-12.wav,sad,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-04-01-01-02-12.wav,03-01-04-01-01-02-12.wav,sad,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-04-01-02-01-12.wav,03-01-04-01-02-01-12.wav,sad,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-04-01-02-02-12.wav,03-01-04-01-02-02-12.wav,sad,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-04-02-01-01-12.wav,03-01-04-02-01-01-12.wav,sad,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-04-02-01-02-12.wav,03-01-04-02-01-02-12.wav,sad,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-04-02-02-01-12.wav,03-01-04-02-02-01-12.wav,sad,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-04-02-02-02-12.wav,03-01-04-02-02-02-12.wav,sad,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-05-01-01-01-12.wav,03-01-05-01-01-01-12.wav,angry,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-05-01-01-02-12.wav,03-01-05-01-01-02-12.wav,angry,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-05-01-02-01-12.wav,03-01-05-01-02-01-12.wav,angry,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-05-01-02-02-12.wav,03-01-05-01-02-02-12.wav,angry,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-05-02-01-01-12.wav,03-01-05-02-01-01-12.wav,angry,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-05-02-01-02-12.wav,03-01-05-02-01-02-12.wav,angry,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-05-02-02-01-12.wav,03-01-05-02-02-01-12.wav,angry,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-05-02-02-02-12.wav,03-01-05-02-02-02-12.wav,angry,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-06-01-01-01-12.wav,03-01-06-01-01-01-12.wav,fearful,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-06-01-01-02-12.wav,03-01-06-01-01-02-12.wav,fearful,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-06-01-02-01-12.wav,03-01-06-01-02-01-12.wav,fearful,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-06-01-02-02-12.wav,03-01-06-01-02-02-12.wav,fearful,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-06-02-01-01-12.wav,03-01-06-02-01-01-12.wav,fearful,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-06-02-01-02-12.wav,03-01-06-02-01-02-12.wav,fearful,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-06-02-02-01-12.wav,03-01-06-02-02-01-12.wav,fearful,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-06-02-02-02-12.wav,03-01-06-02-02-02-12.wav,fearful,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-07-01-01-01-12.wav,03-01-07-01-01-01-12.wav,disgust,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-07-01-01-02-12.wav,03-01-07-01-01-02-12.wav,disgust,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-07-01-02-01-12.wav,03-01-07-01-02-01-12.wav,disgust,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-07-01-02-02-12.wav,03-01-07-01-02-02-12.wav,disgust,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-07-02-01-01-12.wav,03-01-07-02-01-01-12.wav,disgust,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-07-02-01-02-12.wav,03-01-07-02-01-02-12.wav,disgust,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-07-02-02-01-12.wav,03-01-07-02-02-01-12.wav,disgust,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-07-02-02-02-12.wav,03-01-07-02-02-02-12.wav,disgust,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-08-01-01-01-12.wav,03-01-08-01-01-01-12.wav,surprised,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-08-01-01-02-12.wav,03-01-08-01-01-02-12.wav,surprised,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-08-01-02-01-12.wav,03-01-08-01-02-01-12.wav,surprised,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-08-01-02-02-12.wav,03-01-08-01-02-02-12.wav,surprised,12,normal,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-08-02-01-01-12.wav,03-01-08-02-01-01-12.wav,surprised,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-08-02-01-02-12.wav,03-01-08-02-01-02-12.wav,surprised,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-08-02-02-01-12.wav,03-01-08-02-02-01-12.wav,surprised,12,strong,female
D://Speech Project//raw\Actor_13\Actor_12\03-01-08-02-02-02-12.wav,03-01-08-02-02-02-12.wav,surprised,12,strong,female
D://Speech Project//raw\Actor_14\03-01-01-01-01-01-14.wav,03-01-01-01-01-01-14.wav,neutral,14,normal,female
D://Speech Project//raw\Actor_14\03-01-01-01-01-02-14.wav,03-01-01-01-01-02-14.wav,neutral,14,normal,female
D://Speech Project//raw\Actor_14\03-01-01-01-02-01-14.wav,03-01-01-01-02-01-14.wav,neutral,14,normal,female
D://Speech Project//raw\Actor_14\03-01-01-01-02-02-14.wav,03-01-01-01-02-02-14.wav,neutral,14,normal,female
D://Speech Project//raw\Actor_14\03-01-02-01-01-01-14.wav,03-01-02-01-01-01-14.wav,calm,14,normal,female
D://Speech Project//raw\Actor_14\03-01-02-01-01-02-14.wav,03-01-02-01-01-02-14.wav,calm,14,normal,female
D://Speech Project//raw\Actor_14\03-01-02-01-02-01-14.wav,03-01-02-01-02-01-14.wav,calm,14,normal,female
D://Speech Project//raw\Actor_14\03-01-02-01-02-02-14.wav,03-01-02-01-02-02-14.wav,calm,14,normal,female
D://Speech Project//raw\Actor_14\03-01-02-02-01-01-14.wav,03-01-02-02-01-01-14.wav,calm,14,strong,female
D://Speech Project//raw\Actor_14\03-01-02-02-01-02-14.wav,03-01-02-02-01-02-14.wav,calm,14,strong,female
D://Speech Project//raw\Actor_14\03-01-02-02-02-01-14.wav,03-01-02-02-02-01-14.wav,calm,14,strong,female
D://Speech Project//raw\Actor_14\03-01-02-02-02-02-14.wav,03-01-02-02-02-02-14.wav,calm,14,strong,female
D://Speech Project//raw\Actor_14\03-01-03-01-01-01-14.wav,03-01-03-01-01-01-14.wav,happy,14,normal,female
D://Speech Project//raw\Actor_14\03-01-03-01-01-02-14.wav,03-01-03-01-01-02-14.wav,happy,14,normal,female
D://Speech Project//raw\Actor_14\03-01-03-01-02-01-14.wav,03-01-03-01-02-01-14.wav,happy,14,normal,female
D://Speech Project//raw\Actor_14\03-01-03-01-02-02-14.wav,03-01-03-01-02-02-14.wav,happy,14,normal,female
D://Speech Project//raw\Actor_14\03-01-03-02-01-01-14.wav,03-01-03-02-01-01-14.wav,happy,14,strong,female
D://Speech Project//raw\Actor_14\03-01-03-02-01-02-14.wav,03-01-03-02-01-02-14.wav,happy,14,strong,female
D://Speech Project//raw\Actor_14\03-01-03-02-02-01-14.wav,03-01-03-02-02-01-14.wav,happy,14,strong,female
D://Speech Project//raw\Actor_14\03-01-03-02-02-02-14.wav,03-01-03-02-02-02-14.wav,happy,14,strong,female
D://Speech Project//raw\Actor_14\03-01-04-01-01-01-14.wav,03-01-04-01-01-01-14.wav,sad,14,normal,female
D://Speech Project//raw\Actor_14\03-01-04-01-01-02-14.wav,03-01-04-01-01-02-14.wav,sad,14,normal,female
D://Speech Project//raw\Actor_14\03-01-04-01-02-01-14.wav,03-01-04-01-02-01-14.wav,sad,14,normal,female
D://Speech Project//raw\Actor_14\03-01-04-01-02-02-14.wav,03-01-04-01-02-02-14.wav,sad,14,normal,female
D://Speech Project//raw\Actor_14\03-01-04-02-01-01-14.wav,03-01-04-02-01-01-14.wav,sad,14,strong,female
D://Speech Project//raw\Actor_14\03-01-04-02-01-02-14.wav,03-01-04-02-01-02-14.wav,sad,14,strong,female
D://Speech Project//raw\Actor_14\03-01-04-02-02-01-14.wav,03-01-04-02-02-01-14.wav,sad,14,strong,female
D://Speech Project//raw\Actor_14\03-01-04-02-02-02-14.wav,03-01-04-02-02-02-14.wav,sad,14,strong,female
D://Speech Project//raw\Actor_14\03-01-05-01-01-01-14.wav,03-01-05-01-01-01-14.wav,angry,14,normal,female
D://Speech Project//raw\Actor_14\03-01-05-01-01-02-14.wav,03-01-05-01-01-02-14.wav,angry,14,normal,female
D://Speech Project//raw\Actor_14\03-01-05-01-02-01-14.wav,03-01-05-01-02-01-14.wav,angry,14,normal,female
D://Speech Project//raw\Actor_14\03-01-05-01-02-02-14.wav,03-01-05-01-02-02-14.wav,angry,14,normal,female
D://Speech Project//raw\Actor_14\03-01-05-02-01-01-14.wav,03-01-05-02-01-01-14.wav,angry,14,strong,female
D://Speech Project//raw\Actor_14\03-01-05-02-01-02-14.wav,03-01-05-02-01-02-14.wav,angry,14,strong,female
D://Speech Project//raw\Actor_14\03-01-05-02-02-01-14.wav,03-01-05-02-02-01-14.wav,angry,14,strong,female
D://Speech Project//raw\Actor_14\03-01-05-02-02-02-14.wav,03-01-05-02-02-02-14.wav,angry,14,strong,female
D://Speech Project//raw\Actor_14\03-01-06-01-01-01-14.wav,03-01-06-01-01-01-14.wav,fearful,14,normal,female
D://Speech Project//raw\Actor_14\03-01-06-01-01-02-14.wav,03-01-06-01-01-02-14.wav,fearful,14,normal,female
D://Speech Project//raw\Actor_14\03-01-06-01-02-01-14.wav,03-01-06-01-02-01-14.wav,fearful,14,normal,female
D://Speech Project//raw\Actor_14\03-01-06-01-02-02-14.wav,03-01-06-01-02-02-14.wav,fearful,14,normal,female
D://Speech Project//raw\Actor_14\03-01-06-02-01-01-14.wav,03-01-06-02-01-01-14.wav,fearful,14,strong,female
D://Speech Project//raw\Actor_14\03-01-06-02-01-02-14.wav,03-01-06-02-01-02-14.wav,fearful,14,strong,female
D://Speech Project//raw\Actor_14\03-01-06-02-02-01-14.wav,03-01-06-02-02-01-14.wav,fearful,14,strong,female
D://Speech Project//raw\Actor_14\03-01-06-02-02-02-14.wav,03-01-06-02-02-02-14.wav,fearful,14,strong,female
D://Speech Project//raw\Actor_14\03-01-07-01-01-01-14.wav,03-01-07-01-01-01-14.wav,disgust,14,normal,female
D://Speech Project//raw\Actor_14\03-01-07-01-01-02-14.wav,03-01-07-01-01-02-14.wav,disgust,14,normal,female
D://Speech Project//raw\Actor_14\03-01-07-01-02-01-14.wav,03-01-07-01-02-01-14.wav,disgust,14,normal,female
D://Speech Project//raw\Actor_14\03-01-07-01-02-02-14.wav,03-01-07-01-02-02-14.wav,disgust,14,normal,female
D://Speech Project//raw\Actor_14\03-01-07-02-01-01-14.wav,03-01-07-02-01-01-14.wav,disgust,14,strong,female
D://Speech Project//raw\Actor_14\03-01-07-02-01-02-14.wav,03-01-07-02-01-02-14.wav,disgust,14,strong,female
D://Speech Project//raw\Actor_14\03-01-07-02-02-01-14.wav,03-01-07-02-02-01-14.wav,disgust,14,strong,female
D://Speech Project//raw\Actor_14\03-01-07-02-02-02-14.wav,03-01-07-02-02-02-14.wav,disgust,14,strong,female
D://Speech Project//raw\Actor_14\03-01-08-01-01-01-14.wav,03-01-08-01-01-01-14.wav,surprised,14,normal,female
D://Speech Project//raw\Actor_14\03-01-08-01-01-02-14.wav,03-01-08-01-01-02-14.wav,surprised,14,normal,female
D://Speech Project//raw\Actor_14\03-01-08-01-02-01-14.wav,03-01-08-01-02-01-14.wav,surprised,14,normal,female
D://Speech Project//raw\Actor_14\03-01-08-01-02-02-14.wav,03-01-08-01-02-02-14.wav,surprised,14,normal,female
D://Speech Project//raw\Actor_14\03-01-08-02-01-01-14.wav,03-01-08-02-01-01-14.wav,surprised,14,strong,female
D://Speech Project//raw\Actor_14\03-01-08-02-01-02-14.wav,03-01-08-02-01-02-14.wav,surprised,14,strong,female
D://Speech Project//raw\Actor_14\03-01-08-02-02-01-14.wav,03-01-08-02-02-01-14.wav,surprised,14,strong,female
D://Speech Project//raw\Actor_14\03-01-08-02-02-02-14.wav,03-01-08-02-02-02-14.wav,surprised,14,strong,female
D://Speech Project//raw\Actor_15\03-01-01-01-01-01-15.wav,03-01-01-01-01-01-15.wav,neutral,15,normal,male
D://Speech Project//raw\Actor_15\03-01-01-01-01-02-15.wav,03-01-01-01-01-02-15.wav,neutral,15,normal,male
D://Speech Project//raw\Actor_15\03-01-01-01-02-01-15.wav,03-01-01-01-02-01-15.wav,neutral,15,normal,male
D://Speech Project//raw\Actor_15\03-01-01-01-02-02-15.wav,03-01-01-01-02-02-15.wav,neutral,15,normal,male
D://Speech Project//raw\Actor_15\03-01-02-01-01-01-15.wav,03-01-02-01-01-01-15.wav,calm,15,normal,male
D://Speech Project//raw\Actor_15\03-01-02-01-01-02-15.wav,03-01-02-01-01-02-15.wav,calm,15,normal,male
D://Speech Project//raw\Actor_15\03-01-02-01-02-01-15.wav,03-01-02-01-02-01-15.wav,calm,15,normal,male
D://Speech Project//raw\Actor_15\03-01-02-01-02-02-15.wav,03-01-02-01-02-02-15.wav,calm,15,normal,male
D://Speech Project//raw\Actor_15\03-01-02-02-01-01-15.wav,03-01-02-02-01-01-15.wav,calm,15,strong,male
D://Speech Project//raw\Actor_15\03-01-02-02-01-02-15.wav,03-01-02-02-01-02-15.wav,calm,15,strong,male
D://Speech Project//raw\Actor_15\03-01-02-02-02-01-15.wav,03-01-02-02-02-01-15.wav,calm,15,strong,male
D://Speech Project//raw\Actor_15\03-01-02-02-02-02-15.wav,03-01-02-02-02-02-15.wav,calm,15,strong,male
D://Speech Project//raw\Actor_15\03-01-03-01-01-01-15.wav,03-01-03-01-01-01-15.wav,happy,15,normal,male
D://Speech Project//raw\Actor_15\03-01-03-01-01-02-15.wav,03-01-03-01-01-02-15.wav,happy,15,normal,male
D://Speech Project//raw\Actor_15\03-01-03-01-02-01-15.wav,03-01-03-01-02-01-15.wav,happy,15,normal,male
D://Speech Project//raw\Actor_15\03-01-03-01-02-02-15.wav,03-01-03-01-02-02-15.wav,happy,15,normal,male
D://Speech Project//raw\Actor_15\03-01-03-02-01-01-15.wav,03-01-03-02-01-01-15.wav,happy,15,strong,male
D://Speech Project//raw\Actor_15\03-01-03-02-01-02-15.wav,03-01-03-02-01-02-15.wav,happy,15,strong,male
D://Speech Project//raw\Actor_15\03-01-03-02-02-01-15.wav,03-01-03-02-02-01-15.wav,happy,15,strong,male
D://Speech Project//raw\Actor_15\03-01-03-02-02-02-15.wav,03-01-03-02-02-02-15.wav,happy,15,strong,male
D://Speech Project//raw\Actor_15\03-01-04-01-01-01-15.wav,03-01-04-01-01-01-15.wav,sad,15,normal,male
D://Speech Project//raw\Actor_15\03-01-04-01-01-02-15.wav,03-01-04-01-01-02-15.wav,sad,15,normal,male
D://Speech Project//raw\Actor_15\03-01-04-01-02-01-15.wav,03-01-04-01-02-01-15.wav,sad,15,normal,male
D://Speech Project//raw\Actor_15\03-01-04-01-02-02-15.wav,03-01-04-01-02-02-15.wav,sad,15,normal,male
D://Speech Project//raw\Actor_15\03-01-04-02-01-01-15.wav,03-01-04-02-01-01-15.wav,sad,15,strong,male
D://Speech Project//raw\Actor_15\03-01-04-02-01-02-15.wav,03-01-04-02-01-02-15.wav,sad,15,strong,male
D://Speech Project//raw\Actor_15\03-01-04-02-02-01-15.wav,03-01-04-02-02-01-15.wav,sad,15,strong,male
D://Speech Project//raw\Actor_15\03-01-04-02-02-02-15.wav,03-01-04-02-02-02-15.wav,sad,15,strong,male
D://Speech Project//raw\Actor_15\03-01-05-01-01-01-15.wav,03-01-05-01-01-01-15.wav,angry,15,normal,male
D://Speech Project//raw\Actor_15\03-01-05-01-01-02-15.wav,03-01-05-01-01-02-15.wav,angry,15,normal,male
D://Speech Project//raw\Actor_15\03-01-05-01-02-01-15.wav,03-01-05-01-02-01-15.wav,angry,15,normal,male
D://Speech Project//raw\Actor_15\03-01-05-01-02-02-15.wav,03-01-05-01-02-02-15.wav,angry,15,normal,male
D://Speech Project//raw\Actor_15\03-01-05-02-01-01-15.wav,03-01-05-02-01-01-15.wav,angry,15,strong,male
D://Speech Project//raw\Actor_15\03-01-05-02-01-02-15.wav,03-01-05-02-01-02-15.wav,angry,15,strong,male
D://Speech Project//raw\Actor_15\03-01-05-02-02-01-15.wav,03-01-05-02-02-01-15.wav,angry,15,strong,male
D://Speech Project//raw\Actor_15\03-01-05-02-02-02-15.wav,03-01-05-02-02-02-15.wav,angry,15,strong,male
D://Speech Project//raw\Actor_15\03-01-06-01-01-01-15.wav,03-01-06-01-01-01-15.wav,fearful,15,normal,male
D://Speech Project//raw\Actor_15\03-01-06-01-01-02-15.wav,03-01-06-01-01-02-15.wav,fearful,15,normal,male
D://Speech Project//raw\Actor_15\03-01-06-01-02-01-15.wav,03-01-06-01-02-01-15.wav,fearful,15,normal,male
D://Speech Project//raw\Actor_15\03-01-06-01-02-02-15.wav,03-01-06-01-02-02-15.wav,fearful,15,normal,male
D://Speech Project//raw\Actor_15\03-01-06-02-01-01-15.wav,03-01-06-02-01-01-15.wav,fearful,15,strong,male
D://Speech Project//raw\Actor_15\03-01-06-02-01-02-15.wav,03-01-06-02-01-02-15.wav,fearful,15,strong,male
D://Speech Project//raw\Actor_15\03-01-06-02-02-01-15.wav,03-01-06-02-02-01-15.wav,fearful,15,strong,male
D://Speech Project//raw\Actor_15\03-01-06-02-02-02-15.wav,03-01-06-02-02-02-15.wav,fearful,15,strong,male
D://Speech Project//raw\Actor_15\03-01-07-01-01-01-15.wav,03-01-07-01-01-01-15.wav,disgust,15,normal,male
D://Speech Project//raw\Actor_15\03-01-07-01-01-02-15.wav,03-01-07-01-01-02-15.wav,disgust,15,normal,male
D://Speech Project//raw\Actor_15\03-01-07-01-02-01-15.wav,03-01-07-01-02-01-15.wav,disgust,15,normal,male
D://Speech Project//raw\Actor_15\03-01-07-01-02-02-15.wav,03-01-07-01-02-02-15.wav,disgust,15,normal,male
D://Speech Project//raw\Actor_15\03-01-07-02-01-01-15.wav,03-01-07-02-01-01-15.wav,disgust,15,strong,male
D://Speech Project//raw\Actor_15\03-01-07-02-01-02-15.wav,03-01-07-02-01-02-15.wav,disgust,15,strong,male
D://Speech Project//raw\Actor_15\03-01-07-02-02-01-15.wav,03-01-07-02-02-01-15.wav,disgust,15,strong,male
D://Speech Project//raw\Actor_15\03-01-07-02-02-02-15.wav,03-01-07-02-02-02-15.wav,disgust,15,strong,male
D://Speech Project//raw\Actor_15\03-01-08-01-01-01-15.wav,03-01-08-01-01-01-15.wav,surprised,15,normal,male
D://Speech Project//raw\Actor_15\03-01-08-01-01-02-15.wav,03-01-08-01-01-02-15.wav,surprised,15,normal,male
D://Speech Project//raw\Actor_15\03-01-08-01-02-01-15.wav,03-01-08-01-02-01-15.wav,surprised,15,normal,male
D://Speech Project//raw\Actor_15\03-01-08-01-02-02-15.wav,03-01-08-01-02-02-15.wav,surprised,15,normal,male
D://Speech Project//raw\Actor_15\03-01-08-02-01-01-15.wav,03-01-08-02-01-01-15.wav,surprised,15,strong,male
D://Speech Project//raw\Actor_15\03-01-08-02-01-02-15.wav,03-01-08-02-01-02-15.wav,surprised,15,strong,male
D://Speech Project//raw\Actor_15\03-01-08-02-02-01-15.wav,03-01-08-02-02-01-15.wav,surprised,15,strong,male
D://Speech Project//raw\Actor_15\03-01-08-02-02-02-15.wav,03-01-08-02-02-02-15.wav,surprised,15,strong,male
D://Speech Project//raw\Actor_16\03-01-01-01-01-01-16.wav,03-01-01-01-01-01-16.wav,neutral,16,normal,female
D://Speech Project//raw\Actor_16\03-01-01-01-01-02-16.wav,03-01-01-01-01-02-16.wav,neutral,16,normal,female
